date,hr,open,high,low,close,volume
2020.06.24,5:00,17.926,17.935,17.863,17.864,2330
2020.06.24,6:00,17.864,17.89,17.831,17.866,1462
2020.06.24,7:00,17.866,17.893,17.859,17.882,1178
2020.06.24,8:00,17.883,17.905,17.865,17.871,894
2020.06.24,9:00,17.87,17.934,17.856,17.926,1722
2020.06.24,10:00,17.924,17.964,17.873,17.88,1766
2020.06.24,11:00,17.878,17.944,17.868,17.944,1573
2020.06.24,12:00,17.944,17.978,17.936,17.978,2016
2020.06.24,13:00,17.978,17.989,17.881,17.881,1771
2020.06.24,14:00,17.883,17.918,17.836,17.888,2351
2020.06.24,15:00,17.889,17.902,17.36,17.563,6573
2020.06.24,16:00,17.562,17.738,17.486,17.654,7258
2020.06.24,17:00,17.655,17.775,17.608,17.766,4393
2020.06.24,18:00,17.767,17.826,17.427,17.558,6058
2020.06.24,19:00,17.558,17.662,17.512,17.647,3736
2020.06.24,20:00,17.648,17.679,17.537,17.595,2405
2020.06.24,21:00,17.593,17.623,17.481,17.504,2227
2020.06.24,22:00,17.504,17.576,17.478,17.486,2140
2020.06.24,23:00,17.488,17.532,17.485,17.496,941
2020.06.25,1:00,17.496,17.551,17.447,17.537,1370
2020.06.25,2:00,17.538,17.547,17.495,17.511,1226
2020.06.25,3:00,17.512,17.599,17.502,17.57,1765
2020.06.25,4:00,17.57,17.59,17.545,17.577,1791
2020.06.25,5:00,17.576,17.581,17.496,17.572,1620
2020.06.25,6:00,17.573,17.602,17.563,17.591,1756
2020.06.25,7:00,17.591,17.593,17.549,17.566,913
2020.06.25,8:00,17.567,17.583,17.54,17.555,1110
2020.06.25,9:00,17.556,17.614,17.554,17.558,1683
2020.06.25,10:00,17.555,17.623,17.505,17.574,2319
2020.06.25,11:00,17.574,17.645,17.564,17.597,2257
2020.06.25,12:00,17.597,17.626,17.574,17.588,1556
2020.06.25,13:00,17.588,17.599,17.536,17.544,1358
2020.06.25,14:00,17.545,17.566,17.516,17.53,1768
2020.06.25,15:00,17.528,17.685,17.447,17.669,4729
2020.06.25,16:00,17.669,17.751,17.618,17.678,5629
2020.06.25,17:00,17.677,17.783,17.639,17.704,5281
2020.06.25,18:00,17.706,17.729,17.658,17.721,2994
2020.06.25,19:00,17.721,17.796,17.721,17.772,2361
2020.06.25,20:00,17.772,17.787,17.729,17.761,1771
2020.06.25,21:00,17.762,17.766,17.732,17.754,1197
2020.06.25,22:00,17.756,17.814,17.745,17.797,1491
2020.06.25,23:00,17.8,17.808,17.764,17.799,744
2020.06.26,1:00,17.8,17.818,17.753,17.776,524
2020.06.26,2:00,17.776,17.804,17.759,17.77,889
2020.06.26,3:00,17.769,17.792,17.74,17.789,1274
2020.06.26,4:00,17.788,17.791,17.736,17.755,1175
2020.06.26,5:00,17.757,17.766,17.731,17.75,955
2020.06.26,6:00,17.749,17.761,17.719,17.727,650
2020.06.26,7:00,17.727,17.76,17.711,17.752,977
2020.06.26,8:00,17.752,17.763,17.688,17.709,1098
2020.06.26,9:00,17.709,17.774,17.701,17.756,968
2020.06.26,10:00,17.753,17.844,17.751,17.818,1238
2020.06.26,11:00,17.823,17.844,17.794,17.817,1867
2020.06.26,12:00,17.816,17.852,17.767,17.826,1751
2020.06.26,13:00,17.826,17.854,17.791,17.846,1035
2020.06.26,14:00,17.849,17.896,17.831,17.861,1241
2020.06.26,15:00,17.861,17.912,17.804,17.825,2436
2020.06.26,16:00,17.825,17.827,17.627,17.666,5842
2020.06.26,17:00,17.666,17.703,17.489,17.561,5962
2020.06.26,18:00,17.561,17.815,17.554,17.795,4717
2020.06.26,19:00,17.795,17.877,17.749,17.87,3223
2020.06.26,20:00,17.874,17.954,17.797,17.827,3217
2020.06.26,21:00,17.828,17.841,17.772,17.805,1727
2020.06.26,22:00,17.805,17.851,17.793,17.831,1305
2020.06.26,23:00,17.83,17.833,17.747,17.754,568
2020.06.29,1:00,17.774,17.918,17.752,17.858,2484
2020.06.29,2:00,17.861,17.898,17.797,17.822,1281
2020.06.29,3:00,17.821,17.952,17.807,17.929,1531
2020.06.29,4:00,17.931,17.956,17.844,17.867,3304
2020.06.29,5:00,17.868,17.925,17.854,17.881,2228
2020.06.29,6:00,17.881,17.885,17.854,17.87,1196
2020.06.29,7:00,17.871,17.903,17.869,17.901,778
2020.06.29,8:00,17.902,17.915,17.835,17.852,1395
2020.06.29,9:00,17.853,17.884,17.832,17.836,2866
2020.06.29,10:00,17.831,17.836,17.804,17.804,1936
2020.06.29,11:00,17.804,17.86,17.793,17.854,1461
2020.06.29,12:00,17.854,17.884,17.821,17.874,1489
2020.06.29,13:00,17.874,17.924,17.864,17.913,1101
2020.06.29,14:00,17.913,17.938,17.861,17.871,1602
2020.06.29,15:00,17.871,17.89,17.688,17.771,4227
2020.06.29,16:00,17.771,17.794,17.688,17.734,5596
2020.06.29,17:00,17.736,17.838,17.724,17.833,4000
2020.06.29,18:00,17.832,17.842,17.795,17.817,2320
2020.06.29,19:00,17.814,17.85,17.795,17.825,1939
2020.06.29,20:00,17.824,17.84,17.784,17.797,1092
2020.06.29,21:00,17.796,17.83,17.768,17.828,809
2020.06.29,22:00,17.825,17.86,17.811,17.844,846
2020.06.29,23:00,17.846,17.862,17.826,17.845,571
2020.06.30,1:00,17.83,17.871,17.825,17.87,623
2020.06.30,2:00,17.87,17.873,17.841,17.859,665
2020.06.30,3:00,17.86,17.863,17.816,17.818,1338
2020.06.30,4:00,17.818,17.828,17.765,17.813,1914
2020.06.30,5:00,17.814,17.88,17.812,17.879,1097
2020.06.30,6:00,17.88,17.883,17.846,17.851,1185
2020.06.30,7:00,17.851,17.872,17.849,17.86,482
2020.06.30,8:00,17.86,17.895,17.796,17.812,1194
2020.06.30,9:00,17.811,17.891,17.811,17.888,2184
2020.06.30,10:00,17.879,17.899,17.845,17.863,1984
2020.06.30,11:00,17.863,17.874,17.829,17.842,1507
2020.06.30,12:00,17.841,17.853,17.817,17.835,1886
2020.06.30,13:00,17.836,17.869,17.833,17.843,878
2020.06.30,14:00,17.843,17.882,17.778,17.8,1631
2020.06.30,15:00,17.8,17.877,17.796,17.87,3747
2020.06.30,16:00,17.869,17.933,17.804,17.907,3924
2020.06.30,17:00,17.906,18.13,17.904,18.103,9775
2020.06.30,18:00,18.109,18.241,18.061,18.181,7074
2020.06.30,19:00,18.182,18.237,18.148,18.198,4021
2020.06.30,20:00,18.2,18.241,18.157,18.171,3569
2020.06.30,21:00,18.168,18.199,18.14,18.198,1915
2020.06.30,22:00,18.198,18.225,18.171,18.212,1922
2020.06.30,23:00,18.213,18.229,18.189,18.198,996
2020.07.01,1:00,18.2,18.211,18.174,18.176,1036
2020.07.01,2:00,18.18,18.204,18.168,18.19,920
2020.07.01,3:00,18.19,18.195,18.129,18.156,866
2020.07.01,4:00,18.157,18.279,18.155,18.24,3012
2020.07.01,5:00,18.239,18.28,18.23,18.263,1071
2020.07.01,6:00,18.264,18.28,18.243,18.27,1211
2020.07.01,7:00,18.27,18.28,18.221,18.223,1377
2020.07.01,8:00,18.225,18.268,18.193,18.239,1617
2020.07.01,9:00,18.238,18.256,18.221,18.231,1400
2020.07.01,10:00,18.232,18.339,18.228,18.324,2550
2020.07.01,11:00,18.325,18.402,18.309,18.371,1468
2020.07.01,12:00,18.371,18.445,18.349,18.396,1809
2020.07.01,13:00,18.393,18.413,18.11,18.209,4039
2020.07.01,14:00,18.209,18.24,18.115,18.236,3915
2020.07.01,15:00,18.236,18.33,18.184,18.243,7126
2020.07.01,16:00,18.246,18.259,17.994,18.024,8085
2020.07.01,17:00,18.014,18.104,17.832,17.964,10162
2020.07.01,18:00,17.964,17.977,17.848,17.97,6237
2020.07.01,19:00,17.971,18.02,17.922,18.018,3151
2020.07.01,20:00,18.019,18.019,17.944,17.976,3743
2020.07.01,21:00,17.963,18.007,17.915,18.003,2127
2020.07.01,22:00,18.002,18.062,17.993,18.032,1425
2020.07.01,23:00,18.033,18.046,17.995,18.006,493
2020.07.02,1:00,18.001,18.032,17.995,18.008,673
2020.07.02,2:00,18.009,18.027,17.994,18.011,428
2020.07.02,3:00,18.01,18.019,17.982,17.994,725
2020.07.02,4:00,17.993,17.995,17.896,17.933,2365
2020.07.02,5:00,17.932,17.971,17.917,17.925,2096
2020.07.02,6:00,17.924,17.93,17.906,17.923,915
2020.07.02,7:00,17.923,17.939,17.918,17.919,850
2020.07.02,8:00,17.918,17.923,17.869,17.903,2312
2020.07.02,9:00,17.902,17.926,17.889,17.921,1830
2020.07.02,10:00,17.921,17.936,17.857,17.913,1462
2020.07.02,11:00,17.913,17.981,17.886,17.915,1797
2020.07.02,12:00,17.915,17.969,17.91,17.968,1508
2020.07.02,13:00,17.968,17.975,17.933,17.935,1433
2020.07.02,14:00,17.934,18.004,17.932,17.996,1324
2020.07.02,15:00,17.995,18.002,17.794,17.833,8774
2020.07.02,16:00,17.832,18.082,17.764,18.055,7058
2020.07.02,17:00,18.056,18.129,18.019,18.043,6558
2020.07.02,18:00,18.043,18.079,18.026,18.034,2019
2020.07.02,19:00,18.034,18.034,17.928,17.98,2139
2020.07.02,20:00,17.979,18.014,17.973,17.99,1600
2020.07.02,21:00,17.992,18.009,17.975,17.998,1257
2020.07.02,22:00,17.998,17.998,17.925,17.942,1143
2020.07.02,23:00,17.944,17.968,17.944,17.949,559
2020.07.03,1:00,17.955,17.975,17.944,17.945,513
2020.07.03,2:00,17.945,17.967,17.943,17.948,676
2020.07.03,3:00,17.948,17.977,17.939,17.976,909
2020.07.03,4:00,17.977,18.03,17.977,18.005,2683
2020.07.03,5:00,18.006,18.04,17.994,18.032,1387
2020.07.03,6:00,18.033,18.034,18.002,18.005,668
2020.07.03,7:00,18.004,18.02,17.993,18.009,626
2020.07.03,8:00,18.008,18.031,17.956,17.986,1526
2020.07.03,9:00,17.985,18.036,17.954,18.018,2431
2020.07.03,10:00,18.017,18.032,17.992,18.007,1574
2020.07.03,11:00,18.006,18.039,17.981,18.029,1309
2020.07.03,12:00,18.029,18.029,17.981,17.993,580
2020.07.03,13:00,17.992,18.024,17.975,18.02,920
2020.07.03,14:00,18.02,18.024,17.988,18.004,1530
2020.07.03,15:00,18.003,18.041,17.978,18.019,2289
2020.07.03,16:00,18.02,18.061,17.994,17.995,2039
2020.07.03,17:00,17.996,18.045,17.991,18.024,1816
2020.07.03,18:00,18.024,18.069,18.024,18.052,1217
2020.07.03,19:00,18.052,18.059,18.014,18.03,836
2020.07.03,20:00,18.03,18.03,18.007,18.007,2
2020.07.06,1:00,18.019,18.062,18.006,18.05,687
2020.07.06,2:00,18.051,18.054,18.02,18.037,545
2020.07.06,3:00,18.037,18.064,18.027,18.06,665
2020.07.06,4:00,18.059,18.068,17.95,17.974,2113
2020.07.06,5:00,17.972,18.011,17.941,18.001,1009
2020.07.06,6:00,18.001,18.01,17.973,17.978,747
2020.07.06,7:00,17.977,17.996,17.967,17.985,673
2020.07.06,8:00,17.985,18.025,17.966,17.976,1018
2020.07.06,9:00,17.975,18.111,17.969,18.087,1273
2020.07.06,10:00,18.086,18.106,18.066,18.088,1081
2020.07.06,11:00,18.089,18.266,18.079,18.186,1817
2020.07.06,12:00,18.185,18.212,18.126,18.145,1064
2020.07.06,13:00,18.141,18.208,18.135,18.195,921
2020.07.06,14:00,18.195,18.274,18.195,18.259,1461
2020.07.06,15:00,18.259,18.317,18.176,18.289,3106
2020.07.06,16:00,18.289,18.397,18.269,18.321,4574
2020.07.06,17:00,18.321,18.368,18.195,18.292,5587
2020.07.06,18:00,18.29,18.316,18.238,18.244,2982
2020.07.06,19:00,18.245,18.259,18.198,18.236,1684
2020.07.06,20:00,18.238,18.263,18.215,18.248,1421
2020.07.06,21:00,18.248,18.3,18.228,18.288,1271
2020.07.06,22:00,18.288,18.302,18.268,18.298,981
2020.07.06,23:00,18.297,18.306,18.265,18.274,803
2020.07.07,1:00,18.269,18.315,18.269,18.312,713
2020.07.07,2:00,18.313,18.324,18.295,18.31,630
2020.07.07,3:00,18.311,18.336,18.271,18.334,1048
2020.07.07,4:00,18.331,18.361,18.295,18.307,1906
2020.07.07,5:00,18.306,18.306,18.197,18.208,1371
2020.07.07,6:00,18.207,18.243,18.197,18.234,874
2020.07.07,7:00,18.231,18.241,18.219,18.219,622
2020.07.07,8:00,18.219,18.253,18.166,18.19,1075
2020.07.07,9:00,18.187,18.204,18.156,18.169,1201
2020.07.07,10:00,18.173,18.198,18.073,18.095,1941
2020.07.07,11:00,18.095,18.12,17.993,18.06,1998
2020.07.07,12:00,18.059,18.121,17.989,18.049,2084
2020.07.07,13:00,18.045,18.078,17.995,18.023,1189
2020.07.07,14:00,18.024,18.105,18.018,18.094,1473
2020.07.07,15:00,18.092,18.154,18.038,18.105,2866
2020.07.07,16:00,18.104,18.209,18.09,18.19,3811
2020.07.07,17:00,18.194,18.359,18.194,18.289,5167
2020.07.07,18:00,18.289,18.336,18.274,18.323,3009
2020.07.07,19:00,18.322,18.344,18.291,18.335,1501
2020.07.07,20:00,18.331,18.343,18.313,18.332,1724
2020.07.07,21:00,18.334,18.336,18.259,18.268,1268
2020.07.07,22:00,18.268,18.281,18.241,18.258,1534
2020.07.07,23:00,18.26,18.274,18.253,18.264,556
2020.07.08,1:00,18.265,18.281,18.234,18.271,598
2020.07.08,2:00,18.272,18.294,18.268,18.274,663
2020.07.08,3:00,18.274,18.291,18.25,18.273,1107
2020.07.08,4:00,18.274,18.325,18.268,18.303,1874
2020.07.08,5:00,18.302,18.314,18.268,18.29,1041
2020.07.08,6:00,18.29,18.307,18.28,18.292,835
2020.07.08,7:00,18.285,18.3,18.278,18.293,512
2020.07.08,8:00,18.291,18.32,18.282,18.291,1113
2020.07.08,9:00,18.291,18.352,18.29,18.345,1273
2020.07.08,10:00,18.345,18.371,18.304,18.367,1554
2020.07.08,11:00,18.368,18.441,18.354,18.394,1711
2020.07.08,12:00,18.395,18.491,18.357,18.467,1485
2020.07.08,13:00,18.468,18.508,18.432,18.48,1509
2020.07.08,14:00,18.48,18.515,18.419,18.513,1440
2020.07.08,15:00,18.512,18.532,18.398,18.457,2510
2020.07.08,16:00,18.459,18.738,18.459,18.646,6760
2020.07.08,17:00,18.65,18.764,18.62,18.678,4740
2020.07.08,18:00,18.681,18.698,18.564,18.669,5165
2020.07.08,19:00,18.668,18.747,18.666,18.719,3757
2020.07.08,20:00,18.719,18.768,18.684,18.706,2382
2020.07.08,21:00,18.706,18.731,18.648,18.687,2825
2020.07.08,22:00,18.687,18.752,18.679,18.745,1692
2020.07.08,23:00,18.744,18.749,18.706,18.712,581
2020.07.09,1:00,18.714,18.75,18.703,18.722,771
2020.07.09,2:00,18.721,18.743,18.686,18.69,529
2020.07.09,3:00,18.688,18.704,18.657,18.673,1061
2020.07.09,4:00,18.67,18.75,18.651,18.731,2501
2020.07.09,5:00,18.731,18.739,18.678,18.725,1370
2020.07.09,6:00,18.723,18.752,18.697,18.747,695
2020.07.09,7:00,18.746,18.806,18.739,18.793,1227
2020.07.09,8:00,18.794,18.88,18.762,18.847,1875
2020.07.09,9:00,18.846,18.879,18.774,18.868,2514
2020.07.09,10:00,18.864,18.901,18.75,18.884,1931
2020.07.09,11:00,18.885,19.01,18.885,18.989,2084
2020.07.09,12:00,18.988,19.022,18.936,18.988,1590
2020.07.09,13:00,18.988,18.995,18.785,18.831,2360
2020.07.09,14:00,18.831,19.036,18.828,18.95,3067
2020.07.09,15:00,18.952,18.96,18.806,18.915,5319
2020.07.09,16:00,18.914,18.992,18.866,18.951,4837
2020.07.09,17:00,18.953,19.017,18.665,18.665,7163
2020.07.09,18:00,18.667,18.725,18.482,18.624,8603
2020.07.09,19:00,18.621,18.639,18.55,18.604,3641
2020.07.09,20:00,18.602,18.64,18.574,18.625,2580
2020.07.09,21:00,18.623,18.704,18.61,18.699,1406
2020.07.09,22:00,18.699,18.709,18.631,18.649,2225
2020.07.09,23:00,18.652,18.661,18.635,18.652,435
2020.07.10,1:00,18.632,18.666,18.629,18.645,485
2020.07.10,2:00,18.645,18.681,18.644,18.675,498
2020.07.10,3:00,18.675,18.68,18.626,18.662,981
2020.07.10,4:00,18.662,18.681,18.576,18.67,2614
2020.07.10,5:00,18.671,18.675,18.586,18.586,1739
2020.07.10,6:00,18.588,18.625,18.578,18.622,1033
2020.07.10,7:00,18.623,18.627,18.603,18.607,510
2020.07.10,8:00,18.607,18.613,18.479,18.503,1884
2020.07.10,9:00,18.506,18.582,18.501,18.516,1886
2020.07.10,10:00,18.516,18.619,18.498,18.578,2227
2020.07.10,11:00,18.58,18.687,18.58,18.644,2062
2020.07.10,12:00,18.644,18.77,18.642,18.75,1466
2020.07.10,13:00,18.749,18.779,18.718,18.763,1424
2020.07.10,14:00,18.765,18.777,18.683,18.683,1197
2020.07.10,15:00,18.683,18.743,18.645,18.722,2510
2020.07.10,16:00,18.723,18.806,18.637,18.637,5942
2020.07.10,17:00,18.639,18.746,18.57,18.691,4992
2020.07.10,18:00,18.689,18.719,18.65,18.686,3322
2020.07.10,19:00,18.686,18.708,18.64,18.668,2625
2020.07.10,20:00,18.667,18.717,18.65,18.692,1813
2020.07.10,21:00,18.693,18.704,18.64,18.7,1093
2020.07.10,22:00,18.7,18.724,18.668,18.719,1122
2020.07.10,23:00,18.718,18.718,18.694,18.71,451
2020.07.13,1:00,18.737,18.826,18.729,18.806,1679
2020.07.13,2:00,18.807,18.818,18.776,18.785,879
2020.07.13,3:00,18.785,18.818,18.765,18.798,1181
2020.07.13,4:00,18.796,18.844,18.755,18.798,2095
2020.07.13,5:00,18.798,18.919,18.786,18.909,1824
2020.07.13,6:00,18.91,18.938,18.883,18.891,1112
2020.07.13,7:00,18.891,18.907,18.875,18.897,876
2020.07.13,8:00,18.896,19.077,18.888,19.024,2003
2020.07.13,9:00,19.024,19.07,18.99,19.05,2388
2020.07.13,10:00,19.05,19.086,19.014,19.042,1215
2020.07.13,11:00,19.044,19.169,19.008,19.088,1791
2020.07.13,12:00,19.089,19.173,19.064,19.068,1376
2020.07.13,13:00,19.069,19.097,19.044,19.084,1571
2020.07.13,14:00,19.087,19.182,19.087,19.157,1687
2020.07.13,15:00,19.158,19.162,19.075,19.086,2762
2020.07.13,16:00,19.085,19.317,19.056,19.173,6019
2020.07.13,17:00,19.174,19.239,19.075,19.225,5454
2020.07.13,18:00,19.225,19.266,19.209,19.224,3425
2020.07.13,19:00,19.225,19.329,19.219,19.309,1774
2020.07.13,20:00,19.309,19.374,19.299,19.349,1690
2020.07.13,21:00,19.344,19.364,19.224,19.349,2963
2020.07.13,22:00,19.349,19.349,19.015,19.046,5527
2020.07.13,23:00,19.047,19.092,19.019,19.065,951
2020.07.14,1:00,19.07,19.123,19.067,19.108,917
2020.07.14,2:00,19.105,19.131,19.091,19.125,752
2020.07.14,3:00,19.125,19.132,19.076,19.078,1515
2020.07.14,4:00,19.077,19.106,18.939,19.066,3327
2020.07.14,5:00,19.065,19.073,18.983,19.047,1784
2020.07.14,6:00,19.045,19.083,19.037,19.048,1110
2020.07.14,7:00,19.051,19.06,19.006,19.017,753
2020.07.14,8:00,19.017,19.031,18.956,18.974,1392
2020.07.14,9:00,18.975,19.068,18.969,19.042,2185
2020.07.14,10:00,19.041,19.045,18.92,18.997,1837
2020.07.14,11:00,18.998,19.055,18.933,18.957,2034
2020.07.14,12:00,18.957,19.042,18.943,18.974,1954
2020.07.14,13:00,18.971,18.984,18.874,18.929,2709
2020.07.14,14:00,18.928,19.008,18.881,19.004,2286
2020.07.14,15:00,19.007,19.151,18.992,19.081,5309
2020.07.14,16:00,19.08,19.165,18.971,19.043,9334
2020.07.14,17:00,19.047,19.155,18.988,19.12,11301
2020.07.14,18:00,19.119,19.201,19.1,19.182,6209
2020.07.14,19:00,19.183,19.195,19.132,19.145,3503
2020.07.14,20:00,19.136,19.187,19.107,19.166,2383
2020.07.14,21:00,19.165,19.2,19.103,19.134,2352
2020.07.14,22:00,19.136,19.296,19.119,19.28,2795
2020.07.14,23:00,19.281,19.287,19.209,19.217,1106
2020.07.15,1:00,19.221,19.323,19.207,19.265,1491
2020.07.15,2:00,19.267,19.306,19.264,19.293,976
2020.07.15,3:00,19.29,19.343,19.255,19.257,2169
2020.07.15,4:00,19.259,19.288,19.221,19.26,2700
2020.07.15,5:00,19.26,19.261,19.233,19.241,933
2020.07.15,6:00,19.241,19.245,19.203,19.227,1331
2020.07.15,7:00,19.227,19.233,19.199,19.214,1317
2020.07.15,8:00,19.213,19.298,19.208,19.288,2040
2020.07.15,9:00,19.284,19.3,19.215,19.235,2423
2020.07.15,10:00,19.237,19.34,19.237,19.336,2212
2020.07.15,11:00,19.336,19.379,19.314,19.364,2123
2020.07.15,12:00,19.367,19.382,19.3,19.312,2073
2020.07.15,13:00,19.31,19.333,19.271,19.331,1452
2020.07.15,14:00,19.335,19.343,19.28,19.305,2491
2020.07.15,15:00,19.307,19.333,19.247,19.317,4136
2020.07.15,16:00,19.317,19.326,19.133,19.158,9206
2020.07.15,17:00,19.159,19.367,19.158,19.315,6595
2020.07.15,18:00,19.316,19.331,19.25,19.296,4311
2020.07.15,19:00,19.294,19.4,19.294,19.393,4066
2020.07.15,20:00,19.393,19.401,19.346,19.346,3141
2020.07.15,21:00,19.347,19.415,19.345,19.398,2834
2020.07.15,22:00,19.395,19.472,19.382,19.47,2617
2020.07.15,23:00,19.471,19.478,19.411,19.417,1097
2020.07.16,1:00,19.435,19.458,19.378,19.407,866
2020.07.16,2:00,19.407,19.452,19.403,19.452,718
2020.07.16,3:00,19.452,19.452,19.376,19.379,1302
2020.07.16,4:00,19.375,19.375,19.272,19.314,2543
2020.07.16,5:00,19.314,19.337,19.301,19.329,1752
2020.07.16,6:00,19.329,19.334,19.298,19.313,579
2020.07.16,7:00,19.313,19.34,19.308,19.332,599
2020.07.16,8:00,19.333,19.334,19.188,19.201,1833
2020.07.16,9:00,19.201,19.248,19.188,19.221,2601
2020.07.16,10:00,19.221,19.231,19.18,19.205,1906
2020.07.16,11:00,19.205,19.25,19.155,19.24,2330
2020.07.16,12:00,19.24,19.261,19.172,19.219,2261
2020.07.16,13:00,19.214,19.259,19.192,19.239,2157
2020.07.16,14:00,19.241,19.299,19.212,19.264,1471
2020.07.16,15:00,19.266,19.306,19.199,19.237,4923
2020.07.16,16:00,19.236,19.363,19.214,19.333,5710
2020.07.16,17:00,19.334,19.377,19.287,19.336,5122
2020.07.16,18:00,19.336,19.353,19.291,19.342,3395
2020.07.16,19:00,19.341,19.36,19.238,19.242,2733
2020.07.16,20:00,19.241,19.243,19.117,19.177,4961
2020.07.16,21:00,19.176,19.197,19.138,19.15,2545
2020.07.16,22:00,19.15,19.179,19.095,19.097,2372
2020.07.16,23:00,19.097,19.164,19.097,19.158,1445
2020.07.17,1:00,19.169,19.173,19.136,19.164,596
2020.07.17,2:00,19.164,19.192,19.159,19.159,686
2020.07.17,3:00,19.157,19.227,19.148,19.202,1066
2020.07.17,4:00,19.208,19.236,18.946,18.973,4130
2020.07.17,5:00,18.974,19.099,18.928,19.053,2275
2020.07.17,6:00,19.054,19.067,19.033,19.055,883
2020.07.17,7:00,19.055,19.073,19.044,19.061,495
2020.07.17,8:00,19.061,19.119,19.042,19.096,1412
2020.07.17,9:00,19.098,19.101,18.984,19.044,2332
2020.07.17,10:00,19.045,19.083,19.039,19.058,2127
2020.07.17,11:00,19.057,19.134,19.057,19.118,1690
2020.07.17,12:00,19.119,19.148,19.082,19.139,1828
2020.07.17,13:00,19.139,19.188,19.117,19.173,1598
2020.07.17,14:00,19.169,19.217,19.158,19.173,1951
2020.07.17,15:00,19.172,19.219,19.139,19.158,3645
2020.07.17,16:00,19.159,19.316,19.155,19.264,3249
2020.07.17,17:00,19.264,19.336,19.196,19.317,4109
2020.07.17,18:00,19.314,19.376,19.306,19.354,2260
2020.07.17,19:00,19.355,19.391,19.329,19.352,2320
2020.07.17,20:00,19.351,19.385,19.33,19.377,2681
2020.07.17,21:00,19.376,19.386,19.348,19.369,1609
2020.07.17,22:00,19.369,19.376,19.329,19.329,943
2020.07.17,23:00,19.329,19.343,19.324,19.335,878
2020.07.20,1:00,19.318,19.367,19.3,19.347,1348
2020.07.20,2:00,19.351,19.365,19.338,19.349,859
2020.07.20,3:00,19.348,19.363,19.319,19.347,1891
2020.07.20,4:00,19.347,19.383,19.261,19.267,4061
2020.07.20,5:00,19.266,19.29,19.252,19.266,1295
2020.07.20,6:00,19.268,19.298,19.258,19.288,1012
2020.07.20,7:00,19.288,19.319,19.266,19.319,510
2020.07.20,8:00,19.317,19.379,19.287,19.304,1595
2020.07.20,9:00,19.303,19.352,19.282,19.326,2129
2020.07.20,10:00,19.328,19.387,19.284,19.387,2496
2020.07.20,11:00,19.388,19.454,19.371,19.434,2239
2020.07.20,12:00,19.437,19.457,19.411,19.42,1352
2020.07.20,13:00,19.416,19.46,19.411,19.434,1270
2020.07.20,14:00,19.433,19.573,19.433,19.534,2727
2020.07.20,15:00,19.537,19.661,19.509,19.603,7389
2020.07.20,16:00,19.599,19.753,19.581,19.697,10446
2020.07.20,17:00,19.695,19.833,19.695,19.776,6755
2020.07.20,18:00,19.776,19.804,19.728,19.749,3455
2020.07.20,19:00,19.75,19.771,19.704,19.757,2317
2020.07.20,20:00,19.757,19.815,19.737,19.808,2055
2020.07.20,21:00,19.806,19.889,19.788,19.878,2459
2020.07.20,22:00,19.883,19.917,19.862,19.892,2183
2020.07.20,23:00,19.891,19.912,19.884,19.902,766
2020.07.21,1:00,19.914,19.914,19.882,19.897,601
2020.07.21,2:00,19.899,19.915,19.867,19.91,732
2020.07.21,3:00,19.91,19.914,19.866,19.876,1859
2020.07.21,4:00,19.877,19.938,19.853,19.893,3007
2020.07.21,5:00,19.894,19.981,19.894,19.969,2354
2020.07.21,6:00,19.97,20.419,19.964,20.322,5904
2020.07.21,7:00,20.321,20.342,20.179,20.234,3019
2020.07.21,8:00,20.233,20.317,20.219,20.303,4005
2020.07.21,9:00,20.303,20.457,20.272,20.411,5270
2020.07.21,10:00,20.409,20.433,20.288,20.343,4087
2020.07.21,11:00,20.346,20.433,20.297,20.412,2332
2020.07.21,12:00,20.41,20.439,20.376,20.411,1924
2020.07.21,13:00,20.409,20.565,20.369,20.564,2732
2020.07.21,14:00,20.564,20.583,20.51,20.563,2691
2020.07.21,15:00,20.56,21.149,20.559,21.023,10434
2020.07.21,16:00,21.023,21.112,20.838,21.066,11108
2020.07.21,17:00,21.065,21.188,20.929,21.004,7873
2020.07.21,18:00,21.005,21.111,21.003,21.011,3547
2020.07.21,19:00,21.011,21.075,20.959,21.073,4212
2020.07.21,20:00,21.073,21.217,21.073,21.206,3238
2020.07.21,21:00,21.206,21.283,21.206,21.265,2406
2020.07.21,22:00,21.261,21.324,21.118,21.149,3584
2020.07.21,23:00,21.149,21.293,21.114,21.282,1218
2020.07.22,1:00,21.291,22.236,21.264,22.226,3924
2020.07.22,2:00,22.225,22.501,22.041,22.397,5840
2020.07.22,3:00,22.387,22.83,22.375,22.591,5241
2020.07.22,4:00,22.59,22.663,22.177,22.483,7623
2020.07.22,5:00,22.48,22.488,22.24,22.304,3505
2020.07.22,6:00,22.316,22.398,22.226,22.39,2138
2020.07.22,7:00,22.389,22.402,22.26,22.352,2082
2020.07.22,8:00,22.352,22.626,22.316,22.624,2102
2020.07.22,9:00,22.625,22.628,22.385,22.428,4178
2020.07.22,10:00,22.427,22.428,21.379,21.8,8433
2020.07.22,11:00,21.8,21.822,21.513,21.588,5817
2020.07.22,12:00,21.588,21.898,21.588,21.888,4119
2020.07.22,13:00,21.888,22.11,21.795,22.103,5409
2020.07.22,14:00,22.1,22.496,22.085,22.488,4761
2020.07.22,15:00,22.481,23.032,22.302,22.437,12463
2020.07.22,16:00,22.432,22.434,21.855,22.247,13201
